invoice_no,customer_id,category,product_name,quantity,price,payment_method,invoice_date,shopping_mall,discount,email,gender,age,city,total_amount
INV01075,CUST0154,Home & Kitchen,Milton Flask Set,3,926.32,Cash,2023-09-18,SVR Mall,22.34,vijay.gupta@hotmail.com,Male,38,Proddatur,2158.14
INV01076,CUST1448,Clothing,Readymade Salwar,5,1348.66,UPI,2023-03-26,Proddatur Central Mall,3.49,sridevi.choudhary@hotmail.com,Female,54,Proddatur,6507.96
INV01077,CUST1591,Jewelry,Brass Antique Jewelry,1,1663.64,Cash,2023-11-14,Proddatur Central Mall,45.53,ramesh.babu@apsrtc.gov.in,Male,46,Kadapa,906.18
INV01078,CUST0660,Home & Kitchen,Clay Cookware Set,6,1207.41,Paytm,2023-05-18,SVR Mall,47.56,lakshmi.agarwal@apcob.org,Female,41,Proddatur,3798.99
INV01079,CUST1220,Clothing,Men's Cotton Shirt,1,1774.78,UPI,2022-09-06,JC Brothers Shopping Complex,37.64,sudha.yadav@andhramail.com,Female,31,Proddatur,1106.75
INV01080,CUST0233,Home & Kitchen,Prestige Pressure Cooker,2,2595.96,Cash,2023-02-11,JC Brothers Shopping Complex,8.66,anupama.yadav@gmail.com,Female,42,Proddatur,4742.3
INV01081,CUST1264,Groceries,Nandini Ghee (1L),3,603.72,Credit Card,2023-07-22,JC Brothers Shopping Complex,25.3,pavan.iyer@apsrtc.gov.in,Male,37,Proddatur,1352.94
INV01082,CUST0796,Clothing,Lehenga,2,7338.78,UPI,2023-12-02,SVR Mall,17.87,lakshmi.agarwal@proddaturmail.com,Female,56,Yerraguntla,12054.68
INV01083,CUST1670,Jewelry,Gold Plated Bangles,3,1403.99,UPI,2023-02-08,PSR Shopping Mall,13.91,madhu.narayan@apcob.org,Male,53,Jammalamadugu,3626.08
INV01084,CUST0283,Clothing,Readymade Salwar,4,2710.37,UPI,2023-10-23,Sri Lakshmi Shopping Mall,28.69,sujatha.prakash@apcob.org,Female,34,Jammalamadugu,7731.06
INV01085,CUST0566,Beauty,Maybelline Mascara,6,877.05,Credit Card,2022-12-22,Sri Lakshmi Shopping Mall,43.6,sunita.subramaniam@andhramail.com,Female,42,Kamalapuram,2967.94
INV01086,CUST0420,Home & Kitchen,Wooden Cutting Board,2,383.74,Paytm,2022-01-24,JC Brothers Shopping Complex,46.34,sudha.raju@apsrtc.gov.in,Female,49,Proddatur,411.83
INV01087,CUST1180,Clothing,Kurta Pajama,5,1298.26,Cash,2023-11-11,SVR Mall,13.86,sridevi.venkateswarlu@rediffmail.com,Female,40,Rajampet,5591.61
INV01088,CUST0358,Clothing,Churidar Set,1,3296.81,Paytm,2022-07-17,Sri Lakshmi Shopping Mall,28.83,venu.yadav@hotmail.com,Male,42,Proddatur,2346.34
INV01089,CUST0106,Home & Kitchen,Copper Water Bottles,3,774.34,UPI,2022-08-04,Sri Lakshmi Shopping Mall,48.37,subba.choudhary@outlook.com,Male,31,Proddatur,1199.38
INV01090,CUST1819,Clothing,Kids' T-Shirt,1,357.78,Cash,2023-10-11,PSR Shopping Mall,7.87,savitri.prakash@hotmail.com,Female,43,Kadapa,329.62
INV01091,CUST1246,Groceries,Toor Dal (2kg),2,255.35,Cash,2023-02-24,Sri Lakshmi Shopping Mall,30.29,anupama.prasad@apsrtc.gov.in,Female,44,Proddatur,356.01
INV01092,CUST0023,Clothing,Cotton Dhoti,10,452.25,UPI,2022-04-29,SVR Mall,45.66,nirmala.iyer@rediffmail.com,Female,32,Rayachoti,2457.53
INV01093,CUST1029,Electronics,Crompton Ceiling Fan,3,2492.58,Cash,2022-02-02,Proddatur Central Mall,46.28,sandhya.yadav@andhramail.com,Female,33,Rayachoti,4017.04
INV01094,CUST0589,Jewelry,Oxidized Earrings,4,318.51,Debit Card,2022-07-22,JC Brothers Shopping Complex,28.59,latha.subramaniam@rediffmail.com,Female,27,Kadapa,909.79
INV01095,CUST1328,Groceries,Toor Dal (2kg),2,295.53,Cash,2022-08-02,SVR Mall,43.84,rama.prakash@proddaturmail.com,Female,51,Proddatur,331.94
INV01096,CUST1586,Clothing,Kurta Pajama,4,1264.21,UPI,2022-04-17,SVR Mall,4.51,siva.pandey@apcob.org,Male,27,Proddatur,4828.78
INV01097,CUST1156,Electronics,Sony Home Theatre,1,17109.17,UPI,2023-12-01,JC Brothers Shopping Complex,16.86,mohan.venkateswarlu@hotmail.com,Male,49,Proddatur,14224.56
INV01098,CUST1936,Clothing,Kurta Pajama,2,1563.37,Cash,2022-05-18,Proddatur Central Mall,0.86,satish.patil@apsrtc.gov.in,Male,52,Proddatur,3099.85
INV01099,CUST1609,Beauty,Ayurvedic Face Pack,3,502.55,UPI,2023-12-19,Sri Lakshmi Shopping Mall,41.98,saraswati.singh@yahoo.com,Female,30,Proddatur,874.74
INV01100,CUST1100,Home & Kitchen,Wooden Cutting Board,3,598.1,Credit Card,2022-08-08,PSR Shopping Mall,6.41,sirisha.raju@kakinada.edu.in,Female,34,Proddatur,1679.29
INV01101,CUST1079,Home & Kitchen,Cotton Bed Sheet,13,1472.0,UPI,2022-01-18,PSR Shopping Mall,5.93,narayana.venkateswarlu@outlook.com,Male,30,Proddatur,18001.24
INV01102,CUST1950,Groceries,Britannia Biscuits Pack,1,136.67,Paytm,2023-01-03,Proddatur Central Mall,15.35,naveen.subramaniam@apcob.org,Male,36,Proddatur,115.69
INV01103,CUST1127,Electronics,OnePlus Nord CE 2,1,29328.61,UPI,2022-01-28,PSR Shopping Mall,38.93,murali.pillai@outlook.com,Male,25,Pulivendla,17910.98
INV01104,CUST0874,Electronics,Crompton Ceiling Fan,4,2421.38,Credit Card,2022-02-25,JC Brothers Shopping Complex,23.97,naidu.goud@apsrtc.gov.in,Male,36,Rajampet,7363.9
INV01105,CUST0297,Clothing,Readymade Salwar,2,1123.04,Paytm,2022-03-03,PSR Shopping Mall,35.94,pavani.sharma@proddaturmail.com,Female,50,Pulivendla,1438.84
INV01106,CUST1352,Beauty,Lakme Lipstick,1,506.17,Cash,2023-03-13,SVR Mall,6.5,kavita.gowda@hotmail.com,Female,42,Kamalapuram,473.27
INV01107,CUST1723,Footwear,Women's Kolhapuri Chappals,2,842.39,Cash,2023-10-28,Sri Lakshmi Shopping Mall,13.05,kiran.babu@kakinada.edu.in,Male,32,Proddatur,1464.92
INV01108,CUST1057,Home & Kitchen,Faber Chimney,4,8226.68,UPI,2022-08-16,JC Brothers Shopping Complex,2.93,latha.pandey@outlook.com,Female,50,Kamalapuram,31942.55
INV01109,CUST0478,Footwear,Rubber Flip Flops,2,378.55,Debit Card,2023-02-20,JC Brothers Shopping Complex,31.99,kavita.goud@gmail.com,Female,41,Proddatur,514.9
INV01110,CUST0676,Clothing,Silk Pattu Saree,5,13851.84,UPI,2023-09-30,JC Brothers Shopping Complex,38.92,ramesh.kondaiah@gmail.com,Male,68,Proddatur,42303.52
INV01111,CUST1673,Beauty,Forest Essentials Cream,1,1101.54,UPI,2023-03-12,JC Brothers Shopping Complex,42.08,rama.kumar@apsrtc.gov.in,Female,56,Kadapa,638.01
INV01112,CUST1556,Electronics,OnePlus Nord CE 2,4,24264.74,UPI,2023-04-18,SVR Mall,2.97,surya.narayan@andhramail.com,Male,30,Yerraguntla,94176.31
INV01113,CUST0590,Clothing,Men's Cotton Shirt,2,1767.32,Debit Card,2022-05-06,Proddatur Central Mall,36.83,jyothi.pillai@kakinada.edu.in,Female,28,Proddatur,2232.83
INV01114,CUST0839,Electronics,Bajaj Induction Cooker,5,5290.33,UPI,2022-04-13,SVR Mall,4.5,vijay.achary@andhramail.com,Male,42,Kadapa,25261.33
INV01115,CUST1297,Groceries,Britannia Biscuits Pack,18,109.74,Debit Card,2022-02-13,Sri Lakshmi Shopping Mall,36.34,srikanth.varma@andhramail.com,Male,28,Badvel,1257.49
INV01116,CUST0466,Groceries,Sunflower Oil (5L),8,1092.26,Debit Card,2022-06-01,Proddatur Central Mall,35.22,swapna.prasad@andhramail.com,Female,34,Proddatur,5660.53
INV01117,CUST0327,Clothing,Silk Pattu Saree,6,6525.0,Cash,2023-06-05,JC Brothers Shopping Complex,2.69,sujatha.yadav@rediffmail.com,Female,41,Kadapa,38096.86
INV01118,CUST0251,Footwear,Traditional Mojari,1,1097.23,UPI,2022-03-23,JC Brothers Shopping Complex,26.53,aparna.kumar@kakinada.edu.in,Female,32,Mydukur,806.13
INV01119,CUST0497,Beauty,Maybelline Mascara,2,457.1,UPI,2022-07-24,PSR Shopping Mall,9.83,priya.pillai@hotmail.com,Female,42,Proddatur,824.33
INV01120,CUST0318,Electronics,Sony Home Theatre,4,25145.49,Cash,2022-07-06,SVR Mall,22.34,durga.gopal@gmail.com,Female,28,Kadapa,78111.95
INV01121,CUST1925,Groceries,Basmati Rice (5kg),1,536.15,UPI,2022-09-17,Proddatur Central Mall,0.27,anil.murthy@yahoo.com,Male,52,Mydukur,534.7
INV01122,CUST1475,Electronics,Mi Power Bank,5,1906.36,Cash,2023-09-14,PSR Shopping Mall,41.92,sujatha.reddy@rediffmail.com,Female,33,Kadapa,5536.07
INV01123,CUST0104,Clothing,Readymade Salwar,4,1128.15,UPI,2022-06-02,PSR Shopping Mall,12.03,devi.iyer@apsrtc.gov.in,Female,39,Kadapa,3969.73
INV01124,CUST0119,Clothing,Kurta Pajama,2,1604.48,UPI,2022-01-20,JC Brothers Shopping Complex,21.28,krishna.sharma@gmail.com,Male,58,Badvel,2526.09
INV01125,CUST1245,Groceries,Sunflower Oil (5L),1,1038.53,Credit Card,2023-10-04,PSR Shopping Mall,2.53,harish.raju@gmail.com,Male,50,Proddatur,1012.26
INV01126,CUST0126,Jewelry,Gold Plated Bangles,5,1039.3,Credit Card,2022-05-08,SVR Mall,32.76,reddy.devi@apcob.org,Male,36,Yerraguntla,3494.13
INV01127,CUST0557,Clothing,Readymade Salwar,7,2514.57,Credit Card,2023-07-20,JC Brothers Shopping Complex,42.9,ravi.prakash@yahoo.com,Male,27,Kamalapuram,10050.74
INV01128,CUST1111,Clothing,Churidar Set,3,2735.73,UPI,2023-08-11,Proddatur Central Mall,35.39,murali.prasad@hotmail.com,Male,53,Kadapa,5302.67
INV01129,CUST0859,Electronics,Havells Water Heater,2,6007.34,UPI,2022-02-13,SVR Mall,40.39,aruna.shastri@outlook.com,Female,41,Jammalamadugu,7161.95
INV01130,CUST1859,Jewelry,Stone Studded Rings,9,1026.66,Debit Card,2023-05-24,Proddatur Central Mall,26.46,siva.pillai@andhramail.com,Male,54,Proddatur,6795.05
INV01131,CUST1500,Clothing,Silk Pattu Saree,1,13854.76,Cash,2023-10-26,PSR Shopping Mall,34.26,kalyan.choudhary@gmail.com,Male,56,Mydukur,9108.12
INV01132,CUST0819,Groceries,MTR Masala Pack,1,320.41,Paytm,2023-09-10,Proddatur Central Mall,45.4,radha.srinivasulu@hotmail.com,Female,24,Kamalapuram,174.94
INV01133,CUST1530,Groceries,Aashirvaad Atta (10kg),3,448.5,UPI,2022-08-10,Proddatur Central Mall,28.55,madhavi.kondaiah@gmail.com,Female,40,Kadapa,961.36
INV01134,CUST0463,Electronics,Philips Mixer Grinder,8,4342.42,Credit Card,2022-11-27,SVR Mall,48.35,madhavi.gupta@apsrtc.gov.in,Female,49,Proddatur,17942.88
INV01135,CUST1123,Groceries,Sunflower Oil (5L),2,1098.7,UPI,2022-10-24,JC Brothers Shopping Complex,22.3,suresh.nayak@apcob.org,Male,56,Jammalamadugu,1707.38
INV01136,CUST0601,Jewelry,Temple Jewellery Set,8,1592.07,Debit Card,2022-06-19,SVR Mall,23.36,sarita.prasad@yahoo.com,Female,28,Rajampet,9761.3
INV01137,CUST1357,Clothing,Cotton Dhoti,2,427.46,Credit Card,2022-06-25,Sri Lakshmi Shopping Mall,7.92,mahesh.goud@andhramail.com,Male,59,Proddatur,787.21
INV01138,CUST0451,Beauty,Patanjali Hair Oil,3,114.26,Paytm,2023-10-08,Sri Lakshmi Shopping Mall,46.54,naidu.yadav@apcob.org,Male,51,Kadapa,183.25
INV01139,CUST0623,Electronics,Havells Water Heater,2,6286.25,Cash,2022-08-29,SVR Mall,29.77,vamsi.nayak@hotmail.com,Male,34,Kadapa,8829.67
INV01140,CUST0436,Jewelry,Silver Anklets,1,941.95,UPI,2023-04-05,SVR Mall,22.22,anupama.rao@gmail.com,Female,47,Proddatur,732.65
INV01141,CUST1248,Groceries,MTR Masala Pack,4,485.56,Cash,2023-05-31,Sri Lakshmi Shopping Mall,25.41,padma.sharma@proddaturmail.com,Female,22,Proddatur,1448.72
INV01142,CUST1641,Jewelry,Pearl Necklace,1,1912.34,Cash,2023-07-14,PSR Shopping Mall,6.91,devi.chowdary@gmail.com,Female,40,Rayachoti,1780.2
INV01143,CUST0610,Groceries,Basmati Rice (5kg),2,671.33,Debit Card,2022-12-31,PSR Shopping Mall,22.02,aparna.devi@hotmail.com,Female,46,Kamalapuram,1047.01
INV01144,CUST0347,Groceries,Aashirvaad Atta (10kg),3,481.19,UPI,2022-01-12,PSR Shopping Mall,12.98,satish.prakash@yahoo.com,Male,44,Yerraguntla,1256.19
INV01145,CUST1424,Groceries,Sunflower Oil (5L),1,1048.64,UPI,2022-11-24,SVR Mall,8.99,narayana.prasad@outlook.com,Male,28,Kamalapuram,954.37
INV01146,CUST1671,Electronics,Boat Headphones,4,1183.01,UPI,2022-03-29,Proddatur Central Mall,32.4,aparna.agarwal@apcob.org,Female,35,Proddatur,3198.86
INV01147,CUST0545,Jewelry,Silver Toe Rings,8,308.17,Credit Card,2023-06-08,SVR Mall,8.27,naveen.gopal@outlook.com,Male,43,Kadapa,2261.47
INV01148,CUST0935,Clothing,Cotton Dhoti,7,689.3,Paytm,2023-06-01,PSR Shopping Mall,49.95,ganesh.gupta@apcob.org,Male,28,Proddatur,2414.96
INV01149,CUST0992,Home & Kitchen,Faber Chimney,1,8301.94,Cash,2023-11-12,JC Brothers Shopping Complex,17.73,harish.patil@kakinada.edu.in,Male,47,Yerraguntla,6830.01
INV01150,CUST0551,Beauty,L'Oreal Hair Color,4,556.25,Debit Card,2022-04-01,SVR Mall,21.36,rajesh.kondaiah@gmail.com,Male,39,Proddatur,1749.74
INV01151,CUST1301,Clothing,Silk Pattu Saree,3,9261.76,Credit Card,2023-10-20,SVR Mall,44.69,siva.swamy@apcob.org,Male,22,Pulivendla,15368.04
INV01152,CUST1095,Electronics,Boat Headphones,2,1708.09,Debit Card,2022-08-18,PSR Shopping Mall,38.95,sujatha.srinivasulu@kakinada.edu.in,Female,30,Kadapa,2085.58
INV01153,CUST0232,Electronics,Samsung Galaxy M32,6,15539.07,Cash,2022-07-06,JC Brothers Shopping Complex,46.31,venkat.raju@gmail.com,Male,39,Proddatur,50057.56
INV01154,CUST0961,Electronics,Sony Home Theatre,2,18729.82,Credit Card,2023-09-17,Sri Lakshmi Shopping Mall,13.24,narayana.achary@proddaturmail.com,Male,25,Proddatur,32499.98
INV01155,CUST1826,Groceries,MTR Masala Pack,3,330.34,UPI,2022-09-30,JC Brothers Shopping Complex,22.2,ravi.nayak@kakinada.edu.in,Male,40,Rayachoti,771.01
INV01156,CUST1208,Electronics,LG Smart TV,2,49530.66,Cash,2022-04-15,PSR Shopping Mall,17.78,anil.pillai@outlook.com,Male,37,Yerraguntla,81448.22
INV01157,CUST0056,Groceries,Toor Dal (2kg),2,250.03,Paytm,2022-10-09,Proddatur Central Mall,48.38,aparna.prasad@apcob.org,Female,60,Kadapa,258.13
INV01158,CUST0933,Groceries,Britannia Biscuits Pack,4,169.67,UPI,2022-09-30,PSR Shopping Mall,11.4,srinivas.patil@hotmail.com,Male,68,Proddatur,601.31
INV01159,CUST0852,Sports,Skipping Rope,3,343.86,Cash,2022-05-21,PSR Shopping Mall,49.53,ramesh.reddy@apcob.org,Male,49,Kadapa,520.64
INV01160,CUST1592,Groceries,Kellogg's Corn Flakes,2,182.65,UPI,2023-09-09,Sri Lakshmi Shopping Mall,41.65,aruna.singh@apsrtc.gov.in,Female,70,Mydukur,213.15
INV01161,CUST1562,Sports,Cricket Bat (Kashmir Willow),6,1797.05,Cash,2022-08-08,JC Brothers Shopping Complex,37.83,madhavi.setty@proddaturmail.com,Female,30,Pulivendla,6703.36
INV01162,CUST0152,Home & Kitchen,Wooden Cutting Board,1,620.05,Cash,2023-11-09,Proddatur Central Mall,8.16,pavani.singh@apsrtc.gov.in,Female,30,Pulivendla,569.45
INV01163,CUST0977,Clothing,Churidar Set,1,2292.75,UPI,2023-02-22,Proddatur Central Mall,20.38,srinivas.iyer@outlook.com,Male,42,Proddatur,1825.49
INV01164,CUST1596,Clothing,Kurta Pajama,2,1481.83,Debit Card,2022-09-12,Sri Lakshmi Shopping Mall,25.55,ramesh.prakash@rediffmail.com,Male,42,Kadapa,2206.44
INV01165,CUST0152,Electronics,Bajaj Induction Cooker,4,5251.43,UPI,2022-06-19,SVR Mall,24.78,pavani.singh@apsrtc.gov.in,Female,30,Pulivendla,15800.5
INV01166,CUST0990,Electronics,Samsung Galaxy M32,1,15492.17,UPI,2022-04-10,SVR Mall,34.85,ramesh.agarwal@yahoo.com,Male,53,Mydukur,10093.15
INV01167,CUST1742,Electronics,OnePlus Nord CE 2,1,26820.28,Cash,2023-03-03,Sri Lakshmi Shopping Mall,37.02,usha.yadav@apsrtc.gov.in,Female,48,Kadapa,16891.41
INV01168,CUST1882,Clothing,Kurta Pajama,5,1891.82,Debit Card,2023-06-13,Sri Lakshmi Shopping Mall,28.66,kavita.agarwal@yahoo.com,Female,56,Proddatur,6748.12
INV01169,CUST0759,Groceries,Aashirvaad Atta (10kg),5,486.63,Credit Card,2023-07-14,Sri Lakshmi Shopping Mall,23.09,sarita.nayak@gmail.com,Female,58,Proddatur,1871.34
INV01170,CUST0478,Clothing,Kurta Pajama,1,1620.55,UPI,2022-10-06,Proddatur Central Mall,42.39,kavita.goud@gmail.com,Female,41,Proddatur,933.6
INV01171,CUST0108,Groceries,Kellogg's Corn Flakes,1,255.19,Debit Card,2022-12-01,SVR Mall,47.36,praveen.babu@gmail.com,Male,49,Proddatur,134.33
INV01172,CUST0570,Groceries,Basmati Rice (5kg),3,709.66,Credit Card,2023-11-11,SVR Mall,29.09,kiran.kondaiah@proddaturmail.com,Male,34,Kadapa,1509.66
INV01173,CUST1836,Electronics,Sony Home Theatre,2,20717.44,Cash,2023-03-27,Sri Lakshmi Shopping Mall,15.62,savitri.pandey@outlook.com,Female,45,Kadapa,34962.75
INV01174,CUST0640,Electronics,Bajaj Induction Cooker,1,5936.69,UPI,2022-12-02,Sri Lakshmi Shopping Mall,40.18,ravi.ramakrishna@apcob.org,Male,35,Proddatur,3551.33
INV01175,CUST0841,Clothing,Readymade Salwar,4,2359.05,Credit Card,2023-09-21,PSR Shopping Mall,2.93,chandra.rao@outlook.com,Male,20,Proddatur,9159.72
INV01176,CUST1728,Clothing,Cotton Dhoti,1,844.58,UPI,2023-01-05,PSR Shopping Mall,2.22,narayana.prakash@yahoo.com,Male,72,Yerraguntla,825.83
INV01177,CUST1234,Electronics,Samsung Galaxy M32,1,12908.28,Cash,2022-03-22,SVR Mall,29.8,sunil.prakash@gmail.com,Male,22,Pulivendla,9061.61
INV01178,CUST0451,Clothing,Lehenga,1,3988.42,Credit Card,2023-02-09,Sri Lakshmi Shopping Mall,48.79,naidu.yadav@apcob.org,Male,51,Kadapa,2042.47
INV01179,CUST1801,Groceries,Telugu Pickles (1kg),2,274.48,Debit Card,2023-06-12,Sri Lakshmi Shopping Mall,2.79,lakshmi.nayak@yahoo.com,Female,64,Kamalapuram,533.64
INV01180,CUST0171,Groceries,Horlicks (500g),1,280.11,Debit Card,2022-01-26,SVR Mall,6.79,lakshmi.hegde@apsrtc.gov.in,Female,46,Proddatur,261.09
INV01181,CUST1773,Clothing,Kurta Pajama,4,2380.76,Credit Card,2022-09-14,JC Brothers Shopping Complex,49.93,murali.rao@hotmail.com,Male,58,Proddatur,4768.19
INV01182,CUST0028,Groceries,Kellogg's Corn Flakes,3,239.7,Cash,2023-07-25,JC Brothers Shopping Complex,2.5,venu.hegde@andhramail.com,Male,39,Rajampet,701.12
INV01183,CUST1609,Clothing,Kurta Pajama,1,1472.12,Debit Card,2022-06-15,PSR Shopping Mall,43.26,saraswati.singh@yahoo.com,Female,30,Proddatur,835.28
INV01184,CUST1723,Groceries,Aashirvaad Atta (10kg),6,457.12,UPI,2022-12-15,JC Brothers Shopping Complex,39.13,kiran.babu@kakinada.edu.in,Male,32,Proddatur,1669.49
INV01185,CUST0390,Clothing,Designer Blouse,1,1727.37,UPI,2022-08-15,JC Brothers Shopping Complex,1.44,anupama.venkateswarlu@hotmail.com,Female,52,Jammalamadugu,1702.5
INV01186,CUST0974,Beauty,L'Oreal Hair Color,1,891.64,UPI,2022-09-22,PSR Shopping Mall,42.71,aparna.gopal@andhramail.com,Female,30,Kadapa,510.82
INV01187,CUST1757,Home & Kitchen,Prestige Pressure Cooker,3,1716.8,Credit Card,2022-12-11,JC Brothers Shopping Complex,31.63,lakshmi.singh@hotmail.com,Female,64,Kadapa,3521.33
INV01188,CUST1111,Jewelry,Gold Plated Bangles,2,2389.59,UPI,2022-08-23,Proddatur Central Mall,33.76,murali.prasad@hotmail.com,Male,53,Kadapa,3165.73
INV01189,CUST1596,Clothing,Kurta Pajama,3,1271.57,Debit Card,2022-05-02,PSR Shopping Mall,38.1,ramesh.prakash@rediffmail.com,Male,42,Kadapa,2361.31
INV01190,CUST1236,Home & Kitchen,Faber Chimney,2,10808.65,Credit Card,2023-12-12,PSR Shopping Mall,38.19,swapna.venkateswarlu@gmail.com,Female,34,Kadapa,13361.65
INV01191,CUST0394,Clothing,Kids' T-Shirt,2,440.47,UPI,2022-01-29,SVR Mall,49.17,mahesh.babu@andhramail.com,Male,51,Kamalapuram,447.78
INV01192,CUST0705,Groceries,Britannia Biscuits Pack,1,163.94,UPI,2022-09-15,SVR Mall,49.67,reddy.swamy@gmail.com,Male,24,Proddatur,82.51
INV01193,CUST1275,Clothing,Readymade Salwar,2,2032.54,Cash,2022-01-16,SVR Mall,19.8,kiran.kumar@yahoo.com,Male,38,Proddatur,3260.19
INV01194,CUST1510,Clothing,Women's Saree,7,2623.78,Paytm,2022-05-11,PSR Shopping Mall,29.78,sridevi.prasad@andhramail.com,Female,50,Proddatur,12896.93
INV01195,CUST1268,Jewelry,Pearl Necklace,1,2338.35,Debit Card,2022-01-14,JC Brothers Shopping Complex,49.71,sirisha.gowda@hotmail.com,Female,38,Kadapa,1175.96
INV01196,CUST0294,Home & Kitchen,Designer Curtains,2,1690.35,Paytm,2022-06-18,Sri Lakshmi Shopping Mall,36.52,manoj.naidu@proddaturmail.com,Male,34,Proddatur,2146.07
INV01197,CUST1228,Groceries,Basmati Rice (5kg),3,720.62,UPI,2022-07-28,PSR Shopping Mall,44.22,chandra.yadav@rediffmail.com,Male,31,Proddatur,1205.89
INV01198,CUST0062,Home & Kitchen,Designer Curtains,2,3666.0,Debit Card,2022-12-21,JC Brothers Shopping Complex,26.61,ganesh.rao@hotmail.com,Male,31,Proddatur,5380.95
INV01199,CUST0814,Clothing,Kurta Pajama,3,2421.98,UPI,2023-10-13,SVR Mall,8.74,sravani.hegde@rediffmail.com,Female,60,Pulivendla,6630.9
INV01200,CUST0201,Home & Kitchen,Plastic Storage Containers,1,594.58,Cash,2023-12-13,JC Brothers Shopping Complex,12.66,sunil.narayan@rediffmail.com,Male,44,Proddatur,519.31
INV01201,CUST1636,Clothing,Cotton Dhoti,2,527.23,UPI,2022-02-18,PSR Shopping Mall,32.64,murali.suryanarayana@hotmail.com,Male,30,Proddatur,710.28
INV01202,CUST1883,Home & Kitchen,Cotton Bed Sheet,10,1360.96,UPI,2022-12-13,Proddatur Central Mall,3.84,pavan.goud@hotmail.com,Male,44,Proddatur,13086.99
INV01203,CUST1500,Jewelry,Brass Antique Jewelry,1,999.65,Cash,2022-06-07,PSR Shopping Mall,26.86,kalyan.choudhary@gmail.com,Male,56,Mydukur,731.14
INV01204,CUST0339,Footwear,Women's Kolhapuri Chappals,1,950.75,Debit Card,2023-11-30,Proddatur Central Mall,45.06,priya.sharma@outlook.com,Female,38,Proddatur,522.34
INV01205,CUST1372,Home & Kitchen,Steel Dinner Set,4,2080.71,Cash,2022-09-06,SVR Mall,1.54,lakshmi.iyer@hotmail.com,Female,29,Jammalamadugu,8194.67
INV01206,CUST1725,Electronics,LG Smart TV,4,45491.19,Debit Card,2023-07-06,Sri Lakshmi Shopping Mall,44.89,mahesh.raju@hotmail.com,Male,46,Proddatur,100280.78
INV01207,CUST0663,Groceries,Sunflower Oil (5L),1,982.02,UPI,2023-11-02,Sri Lakshmi Shopping Mall,19.35,lalitha.subramaniam@apcob.org,Female,43,Proddatur,792.0
INV01208,CUST0184,Electronics,Philips Mixer Grinder,9,2583.0,Cash,2022-09-19,Proddatur Central Mall,30.44,jyothi.venkateswarlu@kakinada.edu.in,Female,57,Proddatur,16170.61
INV01209,CUST0449,Home & Kitchen,Plastic Storage Containers,5,897.85,Cash,2022-11-29,JC Brothers Shopping Complex,13.34,sekhar.kumar@andhramail.com,Male,35,Proddatur,3890.38
INV01210,CUST0872,Jewelry,Gold Plated Bangles,3,1071.53,Cash,2022-08-24,Sri Lakshmi Shopping Mall,46.04,kalyan.pandey@andhramail.com,Male,31,Proddatur,1734.59
INV01211,CUST0484,Clothing,Cotton Dhoti,7,620.27,Debit Card,2023-06-12,Sri Lakshmi Shopping Mall,25.26,manoj.subramaniam@apsrtc.gov.in,Male,44,Kadapa,3245.13
INV01212,CUST0729,Electronics,LG Smart TV,5,31971.35,Credit Card,2023-03-12,JC Brothers Shopping Complex,12.72,kiran.murthy@rediffmail.com,Male,29,Jammalamadugu,139522.97
INV01213,CUST1797,Electronics,Samsung Galaxy M32,2,15303.41,Debit Card,2022-09-25,JC Brothers Shopping Complex,10.51,vamsi.gowda@andhramail.com,Male,48,Jammalamadugu,27390.04
INV01214,CUST1127,Clothing,Readymade Salwar,1,2239.08,Cash,2023-12-06,Sri Lakshmi Shopping Mall,22.52,murali.pillai@outlook.com,Male,25,Pulivendla,1734.84
INV01215,CUST1766,Home & Kitchen,Clay Cookware Set,3,1361.39,UPI,2022-01-16,PSR Shopping Mall,29.79,sunita.varma@outlook.com,Female,33,Proddatur,2867.5
INV01216,CUST0321,Groceries,MTR Masala Pack,1,474.83,Cash,2023-05-30,SVR Mall,36.77,venkat.singh@apsrtc.gov.in,Male,40,Proddatur,300.24
INV01217,CUST1758,Electronics,Havells Water Heater,1,6110.78,Cash,2023-08-17,SVR Mall,38.82,pavan.pandey@gmail.com,Male,38,Proddatur,3738.58
INV01218,CUST0934,Electronics,Crompton Ceiling Fan,3,2221.86,Cash,2022-03-04,Sri Lakshmi Shopping Mall,35.15,srikanth.rao@andhramail.com,Male,40,Rajampet,4322.63
INV01219,CUST0075,Beauty,Maybelline Mascara,3,526.9,Cash,2022-10-08,SVR Mall,11.63,jyothi.achary@outlook.com,Female,47,Pulivendla,1396.86
INV01220,CUST1083,Home & Kitchen,Designer Curtains,4,3276.18,UPI,2023-07-08,Proddatur Central Mall,8.75,pavan.suryanarayana@apcob.org,Male,36,Kadapa,11958.06
